800689983958033,340856
800687938859832,065261
800684200779998,777524
800680740695965,132107
800684953521427,580087
800687090001348,204554
800685103848224,383625
800681096106089,483346
800682668662026,507580
800687023336869,235557
800687677309981,921066
800689187078630,310022
800683898516568,292560
800685749697967,137915
800686183629547,250989
800680996392426,256351
800681551466401,284661
800684616337753,358747
800683776025806,606096
800688868767987,323064
800688954599692,171640
800683627926488,787041
800685463132078,985688
800680894583435,447649
800688861383265,673719
800684722551630,081274
800686947303957,775554
800680522118351,504222
800688729728102,112193
800682972441520,935958
800683290278505,990500
800680144368537,938521
800680732653921,132335
800684389483482,057711
800686517806110,233300
800682883244263,420579
800689681911827,165919
800681690070149,903607
800681070119908,095546
800682745561530,875616
800683762216208,454031
800684653856904,038959
800686168184219,525582
800684531930078,065687
800680416860996,420858
800685776170424,243929
800686615881615,637872
800680846212951,266995
800680409996706,229546
800682638253700,214165
800687130030699,340148
800689899540794,943903
800683677623795,709499
800686438027899,391887
800685371205675,963571
800686457753192,739229
800682399779647,637371
800683620754284,671534
800688760561842,169853
800680797620091,693123
800682642160243,051950
800687916896705,732973
800683365222387,687562
800682635109431,042119
800684906216614,789840
800680558219505,849631
800687420647276,622393
800686592387288,668006
800685359557435,714839
800683660485015,135811
800688092512363,410633
800680959018563,377206
800680662085700,749277
800686673724230,248110
800680926873514,909362
800686571097592,908207
800682648188929,418996
800687319889083,152177
800687821942200,590612
800680243743052,975161
800684122298595,922322
800689461347655,259567
800689001154836,713509
800680082096769,092490
800680053479512,409454
800687798351574,452059
800681104916914,614307
800689335021007,531577
800684863191006,707608
800683378630967,693891
800684652860837,512437
800688386696571,947783
800682757376071,433201
800685240742271,278790
800688216675774,473870
800684859312345,187425
800689930421007,943687
800687835601313,263461
800684005615527,493028
800681299815344,554113
800685139095965,455582
800683024511723,803998
800686851128017,167760
800685789359799,277885
800687905711064,123415
800689836029791,673904
800684991551290,010157
800683233752031,478455
800686662423730,827832
800687054938887,463478
800683086596289,615416
800688236853873,714420
800689197623955,802541
800689097466588,944612
800689221791936,687865
800682579542150,780548
800688779993195,512773
800688991689884,881982
800684588950155,217387
800685006646721,342482
800680219478920,474965
800686364706408,307775
800688038467773,326975
800685224254713,845049
800688434204210,114486
800687189086158,257787
800685184496608,446213
800689266331480,460807
800681656645298,613592
800682499412979,055695
800684943577265,777012
800685551980591,843897
800683144797456,451936
800682252387435,842048
800683608808311,696872
800684044033628,242833
800689449390347,626746
800687918038070,744034
800686052266946,377849
800682050485709,644343
800686059895913,768592
800689185873862,814585
800686128483852,134574
800685857003495,331209
800680203562788,551071
800686457643863,111872
800688079289360,966930
800685276069182,516265
800684122855687,716650
800684456494020,562518
800685201053983,253570
800682006365346,426770
800687748502484,831747
800684046359076,333033
800680426087256,655757
800682216126482,329593
800686519872124,922250
800683410050031,140374
800682356828679,531165
800684544675720,675881
800683948991652,502412
800688500951869,005956
800687740262008,754236
800681033819099,811978
800684959718238,079334
800684796079926,387996
800689202363023,135601
800687772702408,493842
800683046170252,781577
800680986012858,633867
800688464620126,789589
800681640690832,080394
800684638850537,672071
800682936777862,099573
800689961862349,800675
800684173974440,922981
800680237436203,785315
800683743800075,641106
800680255081065,794842
800685715398245,818366
800683006389150,229488
800683410196612,378008
800683003759203,282765
800683550844109,803981
800688942587873,266355
800681447009408,727099
800681868094787,652869
800687757199672,762036
800680021122852,419396
800681691266965,712352
800686570782329,034676
800687236074997,061079
800680800268705,261862
800682351363610,513642
800687172341574,101492
800687220407845,398850
800689767421943,540548
800686733856164,737869
800686729052715,790957
800682987491583,755459
800682761378749,562733
800680146822565,964552
800685697199404,116560
800689341229202,523466
800688322659488,037893
800682448693940,286510
800683773387229,682590
800681775287106,791822
800683156176686,127253
800681668802221,243207
800686038415518,596713
800682881938643,839395
800683939623695,714945
800683887789665,822172
800689546796513,373768
800682065349307,059809
800684665655741,319569
800680271715841,287548
800682589350784,372716
800684068367620,596633
800684660753630,530631
800682730138684,526930
800688552446103,384377
800688401030237,753217
800680891386716,692316
800681174628366,797158
800689389066704,326548
800685460013826,493721
800680908250746,801927
800685295860207,510662
800684127317389,641910
800687305716847,481168
800683197445007,576751
800683285644345,805138
800689134486045,540845
800683907980642,080918
800687743695973,096259
800688222314932,485873
800686707509435,119539
800687068179720,808504
800680389304222,808916
800680115153617,761470
800684265085124,838223
800682757950255,817678
800688856940383,364364
800680023183961,069259
800689072935818,232254
800680256982520,101456
800684374456555,167597
800684713110914,503281
800689981868530,452042
800684846453995,029385
800687759330242,095596
800688078752924,310232
800687336147338,692785
800684816106037,121329
800683322963418,406096
800686313314679,563562
800684683042014,712906
800682934749495,374911
800682312065592,838625
800682755432067,141654
800688039675402,073068
800682486974637,467320
800687233030851,239711
800689209300317,479599
800680819474962,157176
800680074195741,461851
800689926713319,400961
800686470537799,541446
800684403753456,299591
800684544081197,859687
800683079983058,374242
800689622859710,505177
800681048426177,506042
800686774272516,609215
800681280604669,792340
800683569325168,593145
800685466173306,391743
800681428993806,380011
800687215651306,669973
800681432058006,510463
800686831153693,594834
800687129269744,552565
800682469138931,931435
800685826937062,489726
800684586770369,330492
800681765351302,531524
800681061914235,694535
800682509824945,803986
800689651644369,246113
800681641694203,406689
800681663834101,890567
800683269693039,991792
800680942101444,948088
800686276949766,047338
800687085417821,998778
800689069891438,900610
800688402934888,190658
800680812302444,514366
800683344829830,039825
800684202513603,079144
800689322032642,945543
800687476498997,987682
800687835230579,974381
800689529011540,811989
800680069152108,347516
800682612664952,857994
800688759148570,715759
800687043229097,906031
800689906743182,352899
800689203220581,483687
800685754262275,326469
800683603366494,884851
800686770426679,734890
800680525282800,040762
800680027921346,176273
800688788658880,387689
800681839271990,849309
800683661737977,519697
800685017194314,471748
800682482209490,707027
800685241868650,170184
800688920980714,135709
800680349507329,107667
800680106980669,310110
800689238646473,945890
800687065212731,591206
800688535360915,187663
800681533009512,855049
800687273742165,568125
800685321944074,653810
800686785699136,377632
800688547952232,853227
800681686467802,139681
800686174386587,289969
800681739573021,547110
800681682084161,325597
800689935827373,568405
800685846985654,904399
800687121990481,816102
800688506556715,537376
800685517655482,249895
800681527227014,595318
800682892590533,153431
800689150882739,874506
800688289194470,130392
800683786719601,840932
800680387398078,124637
800686770267768,359001
800682954317233,819896
800682892571734,727965
800688934675590,119466
800684069679483,562879
800680252213374,080461
800685470872582,738115
800680192922187,944840
800687012685596,537415
800682200645160,634157
800685479039351,671585
800681186318208,681978
800689387987211,232850
800688491717276,203471
800688497106563,669289
800682644807755,300217
800684640871345,245938
800687435054201,767539
800681276959617,037862
800688029067110,416128
800685484310564,970778
800684031342691,901128
800685855658018,978986
800688585026609,394480
800680417967538,265138
800682856605623,175206
800683797705588,187970
800684069338887,042870
800686258178334,736252
800686658938432,205523
800687014041495,889078
800683762471075,059327
800685038828031,324347
800689847958338,803907
800685763988572,236653
800683998892413,712840
800685367449059,678586
800682734698621,180509
800686824592704,185091
800687932129598,759182
800681173409685,785574
800682826766380,499501
800688601965924,574106
800684207789454,671191
800683423137099,690256
800681841729223,622413
800683265820503,466819
800684945696987,239876
800682366246768,622889
800689715940399,757230
800686617585088,802947
800680245341079,451112
800687658781034,296300
800680269138524,380702
800681500101316,412178
800680468465548,941398
800686198633713,581252
800689132507714,772122
800689732961082,922156
800689443417657,744558
800688796844906,226727
800689260685772,428491
800683359144037,934148
800685128714021,381151
800688744788318,065373
800683278779139,611267
800683921771122,276362
800689112186367,107317
800686108498554,610602
800685794192300,324647
800682354529361,729695
800686440823122,526183
800681755943252,546903
800688579701425,128152
800685422888993,573730
800689429404451,067734
800686066386488,248298
800688349538876,567929
800687606999841,002879
800689994321707,457838
800688978329237,584741
800680107733115,535706
800680139668616,268543
800688604190065,049960
800686862509709,463265
800686530568104,075314
800685647035684,973469
800682835414707,610217
800680853750702,478352
800686431830814,074307
800688184538013,923070
800687652854240,246052
800687728449044,318468
800684221348637,090152
800689976838385,676360
800684208611980,014987
800682785765554,705276
800684458056401,571402
800680118086739,507969
800688029104194,780310
800682980562750,461768
800681522447692,055768
800680270972979,661280
800682980964858,688572
800687899736675,043890
800686753036790,870142
800689341745457,613380
800684635128999,267155
800681671002236,226799
800680841695408,166876
800689987565326,740825
800689135716167,704387
800688781230545,771207
800685358006014,090325
800680037644304,961572
800680886116642,025479
800687576600826,603008
800681202173707,529756
800683116621460,429152
800680287312531,974151
800689883190851,442162
800683235146797,451096
800684002389530,389164
800681864698664,228865
800683483438008,368265
800684287237876,773715
800689850301484,640682
800683999071358,031053
800689797584735,809721
800687309842729,824051
800687139011083,346545
800686266622697,436488
800684487961969,957024
800684804568131,334459
800686639154880,258955
800682575116450,892545
800689065753168,732056
800680055923702,300247
800689247716530,190222
800685120354362,532044
800684454061557,015689
800680142400697,873198
800683111892560,293381
800684219535895,194842
800681336231981,953044
800685553345344,131058
800687205804890,047268
800682094916120,104526
800686443136409,833012
800681063182030,691056
800686041416135,359757
800687152038600,774049
800685591815073,093352
800686491778214,417459
800681193745674,721504
800685350665504,926872
800689913240187,534529
800683303919463,883111
800686716676299,253405
800680618390691,857957
800680377061544,297487
800689929192266,860842
800681436378344,291074
800687251229502,351494
800688096749570,979249
800681350122304,339460
800682991470226,635674
800687876071564,459464
800686166923378,203020
800689414717736,366564
800685615175983,376364
800689376543144,734204
800687635278531,370499
800680477575039,920428
800680364702163,105814
800688293270305,956183
800685508238033,554258
800681343599664,512076
800681978759066,529185
800686465335467,242859
800680115386337,739662
800685174944431,860702
800683217762917,290457
800688305806126,151670
800688159732522,540293
800688982844283,983854
800683148878807,441661
800686470498398,044430
800684272514785,350074
800681872811523,882622
800686112845736,329612
800684962538793,548945
800685698882007,378867
800682459286764,285413
800685114602272,612033
800689548373132,896682
800689717456092,448260
800685635920350,623721
800684216333170,344731
800689713640645,134144
800686859631248,917817
800689468538046,022560
800687489891030,122795
800681619350359,005342
800687195447486,848516
800688739484291,629302
800682326147738,666517
800684281602123,532029
800685345330123,925343
800680331398799,840666
800688238753611,420524
800684865992338,701120
800687246078558,286201
800687015126254,083749
800681489553188,730411
800681784873208,827561
800689305038189,274781
800680539861198,177570
800680764343239,181834
800681456736153,175765
800683195882694,085803
800685812355172,486538
800681418670627,648030
800683814036067,087886
800686657424048,075193
800681671099441,486206
800681688755677,704052
800689524472564,061133
800682900780719,617429
800687981016135,057434
800686292674581,658796
800688723424230,084323
800688952152800,490758
800687255567195,056887
800687966716276,018228
800680956600057,591301
800682777228096,170411
800681786306606,295495
800682553413413,880396
800688273999485,874697
800683247158183,747516
800689436108759,856983
800682571045137,380365
800684911213475,004443
800686625164877,075930
800686473236947,795620
800682921154594,805559
800685226202155,441228
800687609449813,747091
800683053366109,897488
800689699150200,590731
800681079422195,498461
800686281990132,280648
800687454082517,105799
800680944342411,514801
800687319094703,957039
800689102665267,202914
800686147033629,416675
800685404914259,865653
800685019312160,052081
800683894144679,126535
800688482926077,921033
800688267691047,995431
800683964752660,665595
800685054821165,003028
800681222429833,929521
800687552055280,150395
800680968355391,225987
800687093673969,957244
800687087968931,614601
800685717361206,858427
800681469285040,718613
800687824094836,097325
800680045122516,636525
800682074217474,317869
800684150282672,519652
800688952707922,922956
800685186268746,061447
800684596288688,126499
800684576111276,694645
800682577940936,893127
800683844526988,938467
800687472033229,040063
800684805507674,857942
800689550936890,443284
800685231813892,523377
800684653968418,553409
800680028162241,502632
800681668223280,077621
800686988875581,576195
800686553499192,648916
800688534684714,158288
800688795538771,730370
800681179853162,934572
800681091898334,313897
800689846980736,557124
800686867930000,514580
800683011698290,040330
800682100743889,857117
800685572632325,387552
800687067005135,937238
800688794870136,252854
800687502383024,755814
800687219563064,784104
800689473326246,591255
800685176991156,205144
800689709862155,679252
800686997809130,766676
800680358272831,771128
800687935403909,665261
800680253873925,146242
800684285610660,089485
800685207653029,399327
800684287973286,316260
800685946509659,098028
800681876558538,915806
800684617359121,101939
800683811674760,823720
800686458416693,059406
800688113897851,935384
800681946855151,637759
800685896955217,390311
800683773454637,910225
800686524076858,388653
800689465895570,904541
800689688218547,632477
800680844021030,207385
800688269404539,603312
800685345971991,256407
800680924424431,331532
800689702166667,922879
800688783243175,856821
800680752483407,134816
800680870518209,407323
800683004292572,616856
800680440686490,789579
800687041144150,061858
800689804622681,510189
800689284844941,146114
800686220365929,718700
800684327817498,399183
800683625031515,540351
800688362476773,295516
800683095185932,929723
800685255593452,973990
800681986170616,420107
800688813855235,116376
800687442929084,621816
800680843471675,298998
800688511298456,756813
800680015190522,010384
800680196293568,494125
800684021944964,381220
800686188860565,708392
800682958291129,000740
800680335472080,958667
800684172759429,852114
800688324476669,401750
800688008767633,054728
800687443654571,838155
800686989159330,230193
800682595865026,216273
800687768729772,871198
800689971042503,982770
800688167591346,235998
800684910558765,935104
800686452061290,226239
800683951704565,935818
800688441406632,973067
800682289574687,500227
800689745048640,865764
800682158876008,533490
800683139255614,256974
800680247723444,735919
800687524429115,577113
800689108306707,141452
800683470125404,105857
800687930258476,718372
800686858160267,760865
800681139181822,941258
800689146801779,802316
800686977915817,498599
800682324327816,393238
800686023529025,675205
800681436845071,918638
800689816965269,037311
800685671414792,138263
800684368393776,181771
800681556656127,349911
800689107853645,732399
800685339256668,589315
800683556948311,798269
800686473779883,929691
800682934962961,083973
800681630650087,074098
800689114078444,433565
800683961868119,193055
800687669775241,883134
800680927089219,649505
800685982532255,565961
800683393646673,519576
800680377597568,168908
800683417870645,377376
800682734178048,105359
800688640718110,460380
800683264923894,946837
800683873180013,042188
800680838734052,491455
800682248883542,641227
800683808145648,924016
800685876337104,549986
